Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF30,OUT027,3421.171058457944
FDK03,OUT035,4142.6791250131455
FDT45,OUT017,1077.46146836996
NCC54,OUT027,5108.153504592942
FDP08,OUT018,2824.386922355646
FDU44,OUT046,2623.215473720329
DRG39,OUT035,1068.0945260691149
FDU32,OUT049,2067.2984044513414
FDY27,OUT049,2916.7356825033985
NCP54,OUT013,2000.2746194375547
NCZ41,OUT049,2096.333150211198
DRL49,OUT013,2311.95547079527
FDI05,OUT018,1057.4230101977832
FDY56,OUT045,3506.5644766433315
DRC13,OUT013,2061.368781578288
NCV29,OUT017,2907.073815754365
FDR24,OUT049,1629.8119597946834
FDZ34,OUT018,2714.0468134946846
FDP37,OUT035,2167.142389601883
FDX08,OUT027,4287.873440989079
FDS57,OUT045,2181.8740862218965
NCG18,OUT049,1766.6642465943835
FDK25,OUT018,2419.771193005413
FDH53,OUT049,1502.009278955767
DRI59,OUT018,3168.1924903102913
FDA52,OUT046,2808.7072359831695
FDT20,OUT010,-1137.9307138201978
FDE36,OUT019,749.1008943701019
FDI24,OUT017,2852.3154270453133
FDB28,OUT018,2843.8147051246387
FDV11,OUT017,2913.7247580971152
FDP01,OUT046,2488.051954824373
FDD34,OUT027,3993.8547652420693
FDJ50,OUT027,2374.887182671059
FDZ44,OUT013,1971.483907293847
DRO59,OUT035,1411.6673350973256
DRB48,OUT045,704.6502885195622
FDR21,OUT018,2503.824123145912
NCE42,OUT010,1742.9025291264952
FDO23,OUT046,1516.7151786148488
NCE30,OUT018,3000.7788666043552
FDQ22,OUT035,872.2980548267305
FDY01,OUT045,1820.0885969954334
FDS08,OUT017,2907.552346083827
FDG28,OUT018,3583.2252604616897
FDQ51,OUT018,648.5245299291032
FDB05,OUT017,3957.1251410358445
FDO56,OUT049,2046.320109601044
FDE02,OUT018,1241.0461381973255
FDN45,OUT017,3560.166679662013
FDS09,OUT013,966.123270963139
NCA54,OUT018,2567.9141902526894
FDP09,OUT010,1458.6387134962647
FDC53,OUT045,1591.7280620093857
NCM55,OUT017,3002.1490605680356
FDL09,OUT018,2434.993785084732
FDA11,OUT019,-311.98353742795894
FDA50,OUT045,1504.9305347502082
FDC23,OUT017,2926.2971638356985
FDE22,OUT049,2636.495523656707
FDD23,OUT046,2968.903430297773
NCA29,OUT049,2805.4625323355376
FDK38,OUT046,2334.103638169962
DRC13,OUT046,1970.8681173873922
NCP43,OUT049,2904.454691183812
FDX28,OUT049,1698.3747721657319
FDF08,OUT049,1638.9141490494785
FDZ33,OUT046,2356.6626036782172
FDD10,OUT049,2952.8114273448764
FDO58,OUT017,2682.613804240529
FDI50,OUT017,3717.06330154787
FDO58,OUT045,2568.987963929132
FDX08,OUT013,2901.4716577910353
NCK17,OUT010,-1142.7690404951218
FDF39,OUT035,4235.425590807459
FDU45,OUT010,5.930042524830469
NCJ18,OUT018,1591.9953562709688
DRC27,OUT019,1929.7672538376328
DRC25,OUT035,1549.0481876819913
FDU59,OUT035,2673.5189737289793
FDU28,OUT035,3144.6400049814633
NCP30,OUT046,744.4220234753437
FDB39,OUT018,726.0191539961347
FDE41,OUT013,1508.310257418144
DRH11,OUT010,-903.4159306519396
FDA58,OUT045,3572.6972315532726
FDU50,OUT046,1888.9259279364219
FDM34,OUT013,2122.34613303396
FDM44,OUT027,3116.5917992199375
FDR39,OUT045,2818.15855786895
FDM25,OUT045,2746.1265856793398
FDQ49,OUT049,2632.919627824808
DRH25,OUT018,658.2496763579281
FDM09,OUT027,4163.576729061149
FDL44,OUT019,709.3665961352355
NCR42,OUT018,356.5549907757865
DRL59,OUT046,932.4910135189814
FDX43,OUT013,2673.262420204151
DRK47,OUT010,1616.420890451338
FDU48,OUT018,1861.0477089057717
FDY12,OUT045,859.3589477736264
NCN43,OUT018,1701.2654098427374
NCM55,OUT018,2598.9367531263188
FDQ21,OUT027,3423.8066155126385
FDX13,OUT035,4028.5631354198317
NCK30,OUT027,5316.62211466781
FDG20,OUT049,2891.5425509965958
DRG27,OUT017,816.3776555415737
FDY14,OUT018,3819.2845524331838
FDP59,OUT035,1880.6535766263003
FDU60,OUT017,2810.7843770791105
NCC18,OUT019,759.7679029255108
DRJ39,OUT017,3483.5333820030596
FDS07,OUT049,1921.997739420784
FDM08,OUT027,4921.547303390343
FDP51,OUT045,1924.6828531078631
FDU16,OUT035,1549.4452305976627
FDH12,OUT013,1780.624879684599
DRE48,OUT010,1166.417940833046
NCL42,OUT027,5182.809159726067
FDR21,OUT045,2741.597923532852
NCW29,OUT035,2241.815896769024
FDO11,OUT013,3969.548961528903
NCM31,OUT049,2316.9532104979544
FDV35,OUT019,568.9553899033182
FDF58,OUT017,1188.2400513562964
NCE43,OUT049,2739.3631855968765
FDA02,OUT035,2495.7152501873866
DRL37,OUT010,-1091.01949787901
FDR24,OUT018,1296.2637429338215
FDW59,OUT049,1498.9341803782859
FDS22,OUT049,980.28520717159
FDW24,OUT017,1015.4979863499009
FDU24,OUT035,1711.9756937457935
FDA21,OUT027,4343.968251745782
FDH58,OUT027,3312.123251490925
FDW36,OUT018,1442.6349182896306
FDI45,OUT027,4163.905682280127
FDU01,OUT018,2704.775311320491
FDF35,OUT027,3179.619958404964
FDU43,OUT019,1841.972557078907
FDE24,OUT019,426.7826473527957
FDK50,OUT049,2684.099839537968
FDG31,OUT045,1044.6907132245328
FDC60,OUT045,1472.7712153902412
FDL36,OUT013,1543.3440352697485
FDP21,OUT013,3066.999693774765
FDW16,OUT045,1499.486374345075
FDX02,OUT017,3593.088742294697
FDQ58,OUT027,3857.31634509462
FDT51,OUT046,1862.65174156592
FDD59,OUT049,1461.153694772771
NCM42,OUT018,1497.2297189916703
FDA57,OUT018,501.4161396058789
FDZ48,OUT035,1960.2595116810915
FDE46,OUT045,2378.1326216909015
NCZ30,OUT019,68.12953220775626
FDB56,OUT017,3075.1797118782215
FDA25,OUT027,3171.762279706275
FDD20,OUT013,2065.4525020084284
FDL25,OUT013,1589.5823658631134
NCO18,OUT049,2878.326583303666
FDJ45,OUT017,782.9250546416826
FDR12,OUT035,2887.4103107884084
NCF19,OUT010,-1022.9716335733781
FDK25,OUT046,2645.0540965203445
NCR17,OUT046,1827.0689460662413
FDC52,OUT046,2459.14415377762
NCA54,OUT017,2932.6354677111844
FDR45,OUT010,1830.801798110428
NCM19,OUT049,1906.7026191420412
FDF39,OUT027,5538.4397117792005
FDX23,OUT049,1707.9178303397157
FDD58,OUT027,3073.6666811813493
FDX28,OUT013,1646.5499607461043
NCD31,OUT013,2595.713408678751
FDU57,OUT018,2172.552905300166
FDI27,OUT046,873.4681973891595
NCM42,OUT046,1743.1053847476544
FDD32,OUT027,2840.917068156366
FDI34,OUT013,3630.4594135206776
NCM29,OUT049,2176.197650358528
FDG46,OUT018,1626.564908752789
DRC01,OUT010,-951.5157292565777
FDB15,OUT027,5471.0815055532175
NCA17,OUT027,3773.9110608165097
FDF10,OUT046,2355.7724630769912
FDR26,OUT027,4245.960606472412
FDI02,OUT049,1951.50686485894
NCM54,OUT010,150.18713002678487
FDF14,OUT013,2446.012081303689
FDJ33,OUT010,117.31859305623402
FDM20,OUT035,3944.369838504016
FDC03,OUT027,4529.597678692595
NCX05,OUT046,1857.235427162246
NCM41,OUT027,2926.7889646650997
NCU29,OUT010,469.97952888718976
FDQ59,OUT017,1528.8615767097072
FDH46,OUT010,-160.22478404290268
FDH09,OUT013,953.0459247659804
NCD06,OUT045,759.3793201502513
FDC15,OUT035,2584.7352391025447
DRD37,OUT027,2240.272295472987
FDT28,OUT027,3805.3962537722523
FDR28,OUT027,4066.663997980477
FDT38,OUT017,1542.5490019944054
FDV34,OUT027,2760.6960683498864
FDY52,OUT035,1245.0914441881891
FDB34,OUT013,1487.5432027352294
DRL23,OUT018,1456.5675471570726
DRB24,OUT046,2428.509851575763
FDJ50,OUT046,970.5498565123796
FDQ49,OUT035,2643.6804347353377
FDP20,OUT035,2154.185009417944
FDV19,OUT027,4002.8521900098613
NCR54,OUT045,2970.3166772139834
FDO09,OUT010,2150.6611018545914
FDS57,OUT018,2003.2900567637198
FDN10,OUT049,2004.8698502405523
FDV23,OUT049,2108.6071615290502
FDY28,OUT049,3428.645817167317
DRG51,OUT013,2600.28434390252
FDD45,OUT019,-368.76445380973314
NCL18,OUT027,4395.131119843956
NCM29,OUT013,2119.7879837442433
FDF17,OUT027,4504.934674782232
FDE22,OUT017,2672.1549050597573
FDQ22,OUT017,827.5480091014325
FDS01,OUT013,2875.2427565493354
FDW35,OUT027,2231.2772469706147
FDJ33,OUT046,2041.3100581311828
NCF54,OUT035,2834.385002515218
FDE09,OUT013,1840.8593913817813
NCE06,OUT045,2462.819902886359
DRH49,OUT049,1442.2579793743691
FDY43,OUT045,2601.5072565346636
NCT05,OUT017,4016.1228685098476
FDZ34,OUT045,2923.7346466166023
FDL38,OUT017,1623.3977416168068
FDZ31,OUT017,3095.103409673201
FDR14,OUT035,1112.9964038566986
NCN54,OUT049,1420.0370116354054
NCC42,OUT027,3637.4032667926213
FDK08,OUT017,1765.0671882973893
FDP59,OUT013,1819.4251951533129
FDV22,OUT035,2690.326602241501
FDD33,OUT035,3746.7750575831174
DRE60,OUT027,4909.674644924729
FDK52,OUT046,3510.3053611962323
FDA02,OUT017,2491.0122274599626
FDM56,OUT049,1886.2496852299819
FDE57,OUT035,2405.5835635961694
FDM32,OUT045,1417.200384959623
NCQ30,OUT027,3376.5300384225393
FDQ27,OUT027,3183.0611557086404
FDT60,OUT027,3442.6790683657264
FDU43,OUT049,3864.1715468358607
NCO55,OUT035,1858.338079553651
FDG02,OUT045,2946.062525499505
FDJ28,OUT013,3031.2351281856395
FDP40,OUT045,1808.89280742531
FDJ38,OUT045,2965.926401700967
NCC54,OUT017,3816.5833918715675
NCZ41,OUT046,1974.6650214227072
FDK38,OUT019,562.0089854785102
FDU52,OUT013,2493.517593407585
FDC40,OUT046,1327.7031328413038
NCR30,OUT017,1338.8378628455978
NCN18,OUT017,1842.340636048966
FDB50,OUT035,1448.94722285086
FDG04,OUT013,3006.483642416733
FDR26,OUT035,2942.959513494215
NCT17,OUT018,2663.1334068297015
FDX35,OUT027,4985.311700075091
FDS12,OUT046,2024.2473115740218
NCZ29,OUT027,3425.151149311385
FDB38,OUT010,701.3248208335239
FDP12,OUT013,794.5281003702274
FDP22,OUT046,941.3131706384795
FDS26,OUT018,3762.535727991781
FDR52,OUT046,3048.012945308287
DRJ13,OUT046,2527.0677385690406
FDU48,OUT027,3536.469219065446
FDE29,OUT035,1185.2816140107218
NCT29,OUT049,2044.7518752448002
DRK37,OUT018,2645.1771408209156
FDK55,OUT046,1472.4428332458679
FDR07,OUT046,1588.548886002629
FDO21,OUT027,4976.438031259183
FDK46,OUT049,4123.835134575458
FDB12,OUT045,1677.5202139744947
FDT31,OUT027,4409.5421100078165
FDJ33,OUT045,1985.7830248631635
FDC26,OUT027,3201.0522982873863
NCQ02,OUT045,2869.433002350086
FDP08,OUT010,1170.3450983440634
FDB11,OUT027,4939.877493815483
FDV55,OUT013,2367.625682176684
FDW20,OUT049,2073.2206086944707
NCJ18,OUT019,11.498406517586318
FDC41,OUT018,1011.9720428889617
FDE14,OUT027,3137.337111096592
FDG35,OUT013,2842.330353096776
FDF45,OUT035,1209.721403362084
FDS19,OUT027,2771.7741611120955
FDS58,OUT019,698.4903860482892
FDA26,OUT017,3567.9710436835917
FDM32,OUT049,1567.7656428706082
FDL45,OUT046,2048.176090561401
FDZ55,OUT049,2638.266953702931
FDY37,OUT049,2417.4681887234824
FDO46,OUT046,3034.244161538664
FDQ60,OUT046,1962.0209337442448
FDA19,OUT018,1822.7537894910588
FDL15,OUT046,2457.759709420594
FDM10,OUT018,3048.5543809065393
NCL05,OUT017,856.8419167535936
DRK49,OUT010,-1119.121064856925
NCE18,OUT027,5279.003502222254
FDG40,OUT049,790.0407693622944
DRI59,OUT045,3357.127868807958
FDK28,OUT035,4103.72949437579
NCD06,OUT019,-1065.0845198889313
FDO11,OUT019,2066.600569631955
FDK27,OUT046,1947.630207637571
FDT43,OUT027,2353.4309640639635
FDD38,OUT018,1469.2477067627497
FDA16,OUT049,3514.6759606100086
FDL14,OUT027,3926.1946233271333
NCM17,OUT049,886.6278299575731
FDD20,OUT045,1933.1853164162862
FDA40,OUT045,1441.453916409701
FDL43,OUT045,1267.8924215499214
FDV15,OUT045,1604.1031432904701
FDE52,OUT046,1520.4343489460957
NCL17,OUT010,389.98783638366206
NCJ31,OUT045,3589.435569225522
FDR60,OUT045,1243.6192591929985
NCA18,OUT035,1995.372830327749
FDS21,OUT027,2586.776528340375
FDW09,OUT035,1521.2872423257938
FDL26,OUT035,2589.71977799764
FDS47,OUT018,1193.204500260375
FDC39,OUT046,3158.726305078407
FDT51,OUT035,2015.8458205982026
FDK40,OUT035,4186.692796702855
NCG19,OUT045,3540.456146559905
FDZ07,OUT046,1103.023759838089
FDF08,OUT027,2946.804755658858
FDO04,OUT013,1015.5856621295949
FDK41,OUT018,1123.7068947333873
FDP15,OUT049,4030.88009176235
NCD43,OUT018,1433.4671509913783
NCP18,OUT013,2390.1448905451716
FDZ51,OUT046,1582.2534800259928
DRH13,OUT035,1902.581780811025
FDF38,OUT045,744.7216384691881
NCI43,OUT045,811.4334589497967
FDM38,OUT027,2423.844344040431
FDS03,OUT013,1163.5750336647875
DRJ47,OUT017,2793.5695178392784
FDT50,OUT010,-258.0234102828624
FDV02,OUT046,2713.331562470891
NCG18,OUT017,1786.0114845159612
FDW52,OUT046,2643.348204220452
FDS40,OUT035,855.1857074848003
FDN31,OUT017,3095.1110233852614
FDA37,OUT045,1971.7982000020838
FDA15,OUT046,3876.425140564626
FDL39,OUT046,2891.307255463897
FDJ53,OUT045,1915.1542411000974
FDX22,OUT013,3378.7288366660187
NCZ42,OUT045,3617.915778197975
FDD56,OUT027,4236.779280239466
FDD40,OUT017,3189.4593621884337
FDS50,OUT013,3468.726518438319
NCN14,OUT013,2893.258643271132
FDT15,OUT013,2969.956275317238
NCS18,OUT027,3164.0368618379916
NCO26,OUT010,-53.447392545797584
FDF58,OUT018,819.0771895970768
NCB19,OUT013,1448.6028842308003
FDH26,OUT017,2407.4823511648697
DRB24,OUT027,3837.317326117306
FDA49,OUT018,1186.0986482719059
FDB32,OUT045,1538.3861188747323
FDI36,OUT017,3218.117267294362
NCA17,OUT010,442.1739466162154
FDH22,OUT013,2031.56208151102
NCM26,OUT018,2150.653292486314
FDT15,OUT027,4357.860931120918
FDB16,OUT018,1189.447802372365
NCP54,OUT027,3394.137310602797
FDJ36,OUT013,1743.3526373176692
FDO28,OUT045,1866.9349116913431
FDU09,OUT013,1048.3589266424842
FDF29,OUT017,2229.2905592663724
FDY08,OUT013,2302.02175220961
DRJ59,OUT018,429.0469503651544
FDT23,OUT027,2805.167941100428
FDU15,OUT018,502.4449837627926
FDT47,OUT013,1679.165017448001
FDI53,OUT019,794.6475900438601
FDR59,OUT018,3828.413728477929
FDD53,OUT035,912.6465509045893
FDY51,OUT017,3513.948378215739
FDT04,OUT049,803.0836890500011
FDU51,OUT049,2916.5340393795886
FDG14,OUT035,2594.504781957379
NCU06,OUT045,3496.896580293638
DRG25,OUT046,2899.5173200231575
DRH49,OUT035,1525.5921613252658
FDN15,OUT035,2380.1249472261
FDL43,OUT018,1041.979937523945
NCT18,OUT049,2949.4673037548932
NCB31,OUT013,4025.0792831234617
FDK57,OUT035,2053.1997502800805
FDY04,OUT019,761.0553307128204
NCP54,OUT046,1937.92104401041
FDF41,OUT013,3809.41838024872
FDM01,OUT045,1651.7192624826348
FDW03,OUT045,1705.8739305424647
FDF28,OUT045,1977.4251976369546
FDY37,OUT017,2423.493229643676
FDQ03,OUT017,3808.8342410643995
FDP51,OUT027,3405.367742306273
FDJ40,OUT017,1950.7648950262983
FDC32,OUT049,1649.6856107828007
DRI49,OUT027,2738.987313434283
NCW54,OUT017,1028.9980709784597
FDF09,OUT017,841.1349735828634
FDP45,OUT018,3665.257806081065
DRJ23,OUT018,2647.9262184865274
FDS59,OUT017,1965.6495024122296
FDY08,OUT046,2236.684324260554
FDX16,OUT049,2449.8169074213515
FDY16,OUT018,2651.7354621010522
FDK32,OUT035,2613.655220573471
FDQ22,OUT013,791.8198081510143
NCC31,OUT018,2192.0115118866975
FDG58,OUT049,2572.2807288467457
DRF48,OUT013,2952.5175450635534
DRH36,OUT049,1332.65362213585
NCR30,OUT035,1396.9617560873317
FDB03,OUT019,1888.4445146608828
FDZ28,OUT027,3503.5871337506405
FDR35,OUT017,3213.518101744531
DRD15,OUT027,5020.101211901838
FDJ33,OUT019,172.53014211172876
FDA56,OUT010,90.00066745584536
FDP56,OUT046,877.9923817628196
NCT30,OUT046,846.7369126991714
FDK15,OUT017,1748.7929722236258
FDH44,OUT018,2124.8974961885015
FDV01,OUT013,2519.2489116034712
DRG03,OUT017,2503.3787100438763
FDG50,OUT027,2939.159408921591
FDR16,OUT010,1473.4730947530052
FDZ60,OUT046,1747.7248714306502
DRG03,OUT045,2367.563458622867
FDS56,OUT018,3858.566511519775
FDU33,OUT045,801.0126819015345
DRD27,OUT035,1745.816298074858
FDW22,OUT046,3511.308992587407
DRA24,OUT045,2552.6995380432536
FDF38,OUT049,890.8398222933229
FDX48,OUT013,2543.7324467484236
FDS58,OUT018,2327.755010164548
FDC32,OUT046,1535.4012835295143
NCQ29,OUT045,3939.0394382534346
DRK39,OUT018,1104.431486205236
NCS38,OUT017,1902.0750325737747
DRO47,OUT013,1817.5273355658053
DRG27,OUT027,2174.747968220595
FDC57,OUT027,4477.139276104547
FDS55,OUT046,2328.436191161936
NCJ06,OUT018,1662.177531894521
FDO01,OUT019,285.6257175865428
NCM55,OUT045,2827.8344844698663
FDC52,OUT049,2571.965768586228
FDQ15,OUT045,1301.3670376816399
NCT30,OUT027,2267.4192055653693
NCR42,OUT027,2046.8085449814507
FDD28,OUT035,1166.0948250605568
FDQ34,OUT049,1791.8034288454237
FDZ12,OUT027,3686.551059771968
DRE13,OUT019,-428.7746189976251
NCN07,OUT019,259.8845192471415
FDM28,OUT035,2997.4914245998325
FDI10,OUT017,2838.7672112337254
FDQ25,OUT013,2778.2951764154327
FDA38,OUT010,1886.1622704989213
DRI13,OUT049,3458.917388393282
FDY20,OUT027,2965.3319952118095
NCZ53,OUT035,3063.8363784078856
NCM31,OUT013,2290.225189479871
DRB01,OUT017,3029.279812049544
DRF37,OUT046,3984.900397397415
NCF42,OUT049,2841.5417310550224
FDF16,OUT018,2105.193263237653
FDB41,OUT013,950.6521520537578
FDR34,OUT013,3626.1513368668952
FDR15,OUT018,2261.5411902600313
NCV42,OUT019,-54.90112986291274
FDW51,OUT035,3481.7324745577116
FDU36,OUT017,1703.8690607374938
FDX60,OUT049,1459.0928790178014
FDY03,OUT035,2026.652269954441
FDW55,OUT045,3812.9632373859613
FDT01,OUT010,1410.8626767088113
FDG58,OUT013,2520.3806457728606
FDK21,OUT017,3976.4537909146325
NCS41,OUT019,953.9364219266098
FDS10,OUT045,2796.9323341569625
NCT53,OUT046,2568.52507147998
FDJ28,OUT018,2728.9000951509097
FDX44,OUT045,1409.2945963337947
FDT20,OUT018,476.9527374538136
FDO44,OUT017,1871.5540926370086
NCX17,OUT049,3701.5791974555787
FDY01,OUT017,2000.2029165787026
FDJ12,OUT027,4742.179135088157
DRK35,OUT018,424.06000559517844
FDD47,OUT019,802.1363851524799
NCM53,OUT035,1858.3312275884932
FDO45,OUT013,1546.3750942155443
NCM42,OUT010,-109.34289406032576
FDE04,OUT046,2872.0125543602867
NCI30,OUT027,5240.898946392282
FDZ19,OUT013,2782.267909703608
FDW57,OUT013,2840.9114843928883
FDA25,OUT013,1753.953427319906
FDT22,OUT046,1024.1399525659808
FDP51,OUT013,2001.1100697279144
FDD48,OUT027,3320.9186659982665
FDY39,OUT035,3058.3078273296196
FDO48,OUT010,1629.3856307283622
FDD23,OUT027,4379.2289388378595
DRN35,OUT027,2113.043399214494
FDT01,OUT035,3479.471289128137
FDC20,OUT010,-892.5393550304836
DRJ35,OUT035,1193.1092174833109
FDB32,OUT046,1567.2206601218495
FDL24,OUT046,2773.406058563712
NCV42,OUT035,1959.8685675992988
FDZ46,OUT046,1772.2720523865091
FDC15,OUT013,2480.584391145301
FDD08,OUT019,-1122.6796975805382
FDY50,OUT049,1564.3496421346376
FDD36,OUT013,1980.2430293956459
FDG57,OUT027,2313.3000437706714
FDL21,OUT018,564.3697435411691
FDN16,OUT027,3144.5285821261045
FDJ09,OUT027,2235.143941315465
FDS01,OUT010,957.755316866222
FDV33,OUT017,4166.344971257415
DRE12,OUT017,1913.7576276102966
FDR07,OUT013,1646.460520940534
FDP48,OUT010,1066.390453116052
NCB55,OUT035,1112.5141647416692
FDQ08,OUT013,1145.9574539185305
FDR34,OUT035,3783.6442405632765
FDO33,OUT046,1812.7728866607385
FDP13,OUT045,701.6390481192742
FDX12,OUT049,3915.697140072607
NCT06,OUT049,2703.7692180406893
FDR16,OUT019,1556.5364711495504
FDE36,OUT046,2650.7216603569887
FDZ36,OUT049,3044.955456991376
FDV13,OUT045,1454.208848637842
NCZ17,OUT035,804.3022249168694
FDU56,OUT045,2795.518241741596
FDM09,OUT035,2878.313860170382
FDV02,OUT017,2809.8836821844093
FDS34,OUT018,1605.610770059348
FDA11,OUT049,1688.0439768777428
FDP09,OUT017,3418.93293255376
FDB29,OUT027,3325.3598132992183
FDT19,OUT017,2838.0364685256536
DRH15,OUT017,877.7200292179115
FDY38,OUT046,3653.5237954142162
FDF14,OUT027,3844.308818844722
FDN48,OUT010,-326.4043164162806
FDQ12,OUT013,3633.5140620314287
NCJ43,OUT045,2637.6957651660887
FDE17,OUT019,583.6536987465739
FDB05,OUT035,3990.074672960535
FDH10,OUT045,2971.88185202897
NCR06,OUT017,853.2243964036278
FDU32,OUT018,1692.2624786077058
FDD56,OUT049,2875.554157113515
FDO36,OUT018,2584.3964187233687
FDH16,OUT010,-354.1856733030477
FDX10,OUT018,444.0037403016722
FDZ37,OUT017,1605.6452870377952
FDU31,OUT010,1576.7177726628356
DRC49,OUT049,2345.288106701464
FDL15,OUT045,2375.5991002451815
FDN32,OUT019,1131.3120596107283
DRH59,OUT027,2658.2574746807963
NCU29,OUT049,2438.9860479942695
FDR37,OUT019,1124.300064742877
FDS14,OUT018,2220.717791194714
FDU02,OUT027,4947.95015270665
FDJ08,OUT035,3152.8390556307054
NCZ06,OUT045,3829.779592365683
FDO31,OUT049,1529.0814119030351
FDH31,OUT018,1410.5829598773234
FDS58,OUT017,2677.6605584878107
NCA53,OUT027,2293.6291031604005
FDF50,OUT046,3078.0291934468173
NCW42,OUT049,3537.6877638658298
NCQ17,OUT045,2372.3564553703845
FDK51,OUT018,3821.1707003464267
NCW41,OUT010,589.7216568821501
NCR29,OUT017,1055.9256204071312
FDB08,OUT019,628.3867891439846
FDA40,OUT027,2886.7781463314545
FDL14,OUT018,2290.8144438479276
FDB47,OUT046,3232.61726214514
FDO03,OUT035,3730.8856511471995
DRK13,OUT019,1182.8975250539493
FDX13,OUT010,1964.3340905473574
FDF52,OUT046,2869.62859205087
FDT11,OUT013,3049.0163952773446
FDB08,OUT013,2579.349313674486
FDQ28,OUT018,2242.898378113199
FDD29,OUT045,3860.131931412098
NCQ29,OUT027,5425.705120001313
NCO02,OUT013,1129.9006098835487
FDR56,OUT010,1209.6720687643574
NCM54,OUT049,2097.5733457850383
FDP51,OUT035,2075.659100709933
FDT38,OUT013,1456.5185748909603
FDZ20,OUT018,3660.1316134405333
FDJ53,OUT013,1993.0398371781966
FDX13,OUT049,3961.523124563469
FDP58,OUT035,3546.8409392624417
NCK31,OUT019,-938.4988691402741
FDA35,OUT018,1764.5236071514646
FDV37,OUT018,2880.679290459477
NCO07,OUT027,4742.0838055706245
FDA20,OUT045,2872.4435736690493
FDZ59,OUT035,2838.1716434274463
NCY17,OUT017,847.4236610614488
FDQ28,OUT035,2617.6894908764248
FDV35,OUT017,2542.4721195021984
FDQ36,OUT013,710.0297368657442
FDD34,OUT018,2324.358271716446
FDK51,OUT045,4043.07539888632
FDV31,OUT035,2889.9830952384696
FDR04,OUT035,1731.717441021295
FDR14,OUT049,1066.6418548548875
DRC36,OUT010,888.373177022852
FDE39,OUT019,96.386116048247
FDP57,OUT049,1810.6426909895572
FDE57,OUT046,2255.348012515907
NCN18,OUT046,1732.719938693822
NCQ05,OUT018,2084.8111651007457
FDW47,OUT035,2096.2947004078424
FDV46,OUT035,2357.6783713218024
NCP29,OUT045,990.9653659491823
FDE09,OUT018,1547.4426683404463
NCU06,OUT027,4965.708864953417
FDT19,OUT010,855.693216682579
DRF15,OUT017,2505.4660174684914
DRI51,OUT013,2699.45038380937
NCX54,OUT013,1723.1267220703755
DRE01,OUT013,3728.964849205422
NCB07,OUT045,2969.3880602019453
FDU50,OUT035,2018.4328664257453
FDG40,OUT035,827.4459640741136
FDW10,OUT018,2491.612923638127
FDX51,OUT013,3131.1509854010474
NCP17,OUT045,992.0137070359626
FDP21,OUT035,3146.004543293014
FDL04,OUT045,1653.3118026737889
FDV23,OUT013,2007.846563915587
FDF24,OUT046,1416.861937688568
FDH56,OUT027,3323.3127348917665
FDB51,OUT049,1181.9559806874486
FDI58,OUT027,3033.0513620796255
FDR20,OUT013,935.1081612625446
FDC51,OUT018,1769.35061957983
FDB16,OUT027,2867.9004572252875
FDE40,OUT049,1189.0532839228
NCM17,OUT035,925.5370076226748
FDU56,OUT035,3057.7252199975396
FDS32,OUT019,436.8582700615525
FDX02,OUT049,3588.603038468465
FDT39,OUT027,3913.2782071442207
FDE35,OUT017,1146.329472909698
NCI42,OUT019,1406.8541390218898
DRL23,OUT046,1720.197288555458
FDA10,OUT046,1944.013797085071
FDA11,OUT013,1627.2048846479543
NCM06,OUT046,2421.6074704092466
NCT05,OUT035,4100.8438464621295
NCQ02,OUT010,1024.2920018168256
NCY06,OUT049,2162.4504860522406
FDY56,OUT035,3684.1745256754607
FDL02,OUT035,1890.0965398564342
NCI06,OUT035,2931.317552997318
FDQ14,OUT045,2333.613848000587
FDQ12,OUT017,3661.896498090522
FDP36,OUT046,858.3826613873887
FDK21,OUT027,5321.135337615632
FDO40,OUT045,2304.5758750118744
NCK54,OUT019,86.2463482334042
FDY09,OUT018,2529.13694700307
NCW30,OUT049,4108.613859537636
NCC55,OUT027,2096.257729235455
FDE58,OUT018,1609.2135306288287
FDR39,OUT013,2925.7027700188683
FDU28,OUT049,3070.3960568446905
FDH08,OUT017,3661.564494663862
FDG35,OUT045,2742.2110340267736
FDG22,OUT049,839.5107138915971
FDC34,OUT035,2644.299682705334
FDP15,OUT018,3654.3234286410247
FDK34,OUT010,1827.1894115623645
FDU45,OUT035,2077.8574183342907
FDQ04,OUT027,2172.4868737416864
FDX22,OUT018,3064.6125294894678
FDB45,OUT017,1816.707151185492
NCH43,OUT027,4781.836774967601
DRE60,OUT046,3435.5550854656344
FDD17,OUT027,5095.51893866603
NCM54,OUT017,2125.774851050539
NCH55,OUT013,2068.083160380391
NCT06,OUT017,2684.570476567631
FDA48,OUT027,4853.107951374251
FDY58,OUT027,4984.018197366925
FDO25,OUT045,3217.156438504704
FDN50,OUT045,1554.8034456474747
FDH35,OUT035,2745.763907796044
FDK09,OUT045,3471.571291730435
FDO16,OUT013,1435.8826738340485
FDW11,OUT045,1053.6955672840763
FDU47,OUT027,3693.204682587951
NCQ42,OUT010,169.18931401041868
FDK55,OUT027,2924.17219463103
FDN08,OUT049,2015.2368155483368
FDT57,OUT045,3639.1235493982363
FDJ12,OUT018,3022.3277854538997
DRL59,OUT017,1030.6217773389192
NCN53,OUT046,665.9558314471918
FDO51,OUT010,-1030.6903560474057
FDK56,OUT017,3021.5106754716744
